29.1	23.5	26.3	-999	-999	88	1.8	-999	11.5	0.6	4.4
29.6	22.5	26.05	-999	-999	88	1.5	-999	17.1	0	4.8
29.1	23.2	26.15	-999	-999	82	1.8	-999	13.6	2	3.7
28.1	23.5	25.8	-999	-999	92	1.5	-999	11.7	7.7	2
28.2	23.8	26	-999	-999	97	2	-999	8.4	9.9	3.2
28.1	24.3	26.2	-999	-999	83	1.9	-999	9.7	0	3.2
29.2	23.9	26.55	-999	-999	83	1.9	-999	13.3	3.3	4
29.2	23.8	26.5	-999	-999	92	1.6	-999	14.1	1.6	3.8
25.2	23.6	24.4	-999	-999	94	1.1	-999	3.4	15.5	0.2
29.4	23.5	26.45	-999	-999	90	1.94416	-999	13.2	5.1	3.1
28.7	24.5	26.6	-999	-999	95	1.7574	-999	9.4	2	2.4
29.6	24.4	27	-999	-999	89	2.48124	-999	15.8	0	5.4
28.5	23.6	26.05	-999	-999	85	2.11816	-999	11	0.9	3.2
28.9	23.4	26.15	-999	-999	87	1.48712	-999	11.6	0.1	3.5
30.6	23.4	27	-999	-999	80	1.74928	-999	16.5	0.4	4.4
29.5	23	26.25	-999	-999	87	0.92916	-999	10.3	11.3	3.2
29.7	23.7	26.7	-999	-999	94	0.78532	-999	13	0	2.7
28.6	24	26.3	-999	-999	89	1.5428	-999	9.9	0.7	5
31	23.7	27.35	-999	-999	89	1.1078	-999	20.8	0	5
31.6	23	27.3	-999	-999	84	0.94424	-999	20.7	0	5
30.8	23.4	27.1	-999	-999	84	1.58804	-999	17.9	0	5.9
27.5	23.3	25.4	-999	-999	88	1.6878	-999	8.4	0	3.2
29	24	26.5	-999	-999	85	1.68896	-999	15.5	0	5.6
27.9	23.5	25.7	-999	-999	81	1.48016	-999	8.8	0	3.1
29.7	21.9	25.8	-999	-999	82	1.90008	-999	19.8	0	5.4
29.2	22.5	25.85	-999	-999	87	1.65764	-999	14.5	0	4.1
27.1	22.8	24.95	-999	-999	81	1.91632	-999	8.7	0	3.4
28	22.9	25.45	-999	-999	83	1.93952	-999	11.3	2.8	2.8
27.6	24.3	25.95	-999	-999	93	0.96396	-999	8.9	5.5	2.1
30.7	23	26.85	-999	-999	89	0.80852	-999	18.4	14.1	5.7
30.5	23.8	27.15	-999	-999	88	1.62864	-999	17	0	5
30	23.1	26.55	-999	-999	89	1.2818	-999	16.4	0.6	4.1
26.4	23.8	25.1	-999	-999	89	1.2818	-999	7.8	0.2	2.8
29	23	26	-999	-999	90	1.68084	-999	14.7	1	3.8
27.2	22.5	24.85	-999	-999	92	1.50452	-999	11.3	1	3.2
26.4	21.7	24.05	-999	-999	89	1.62168	-999	8.3	4	1.6
28.8	21.5	25.15	-999	-999	88	1.27716	-999	20.4	0	6
29.5	22.3	25.9	-999	-999	79	1.92908	-999	16.6	0	5.1
29.7	21.9	25.8	-999	-999	82.6	1.5	-999	17.5	0	4.3
29.6	22.7	26.15	-999	-999	87.3	0.8	-999	17.1	0	5.4
28.5	23.2	25.85	-999	-999	88.8	1.9	-999	11.5	0.2	3.3
29.5	24	26.75	-999	-999	83.9	1.8	-999	14.9	0.5	4.3
28.5	22.9	25.7	-999	-999	80.4	1.7	-999	18.2	0	6.5
25.2	24.2	24.7	-999	-999	80.5	2.4	-999	2.6	7.3	0.1
27.8	23.1	25.45	-999	-999	96.8	0.9	-999	7.4	15	1.1
27.5	23.5	25.5	-999	-999	86.2	0.9	-999	10.8	2.5	2.2
29.5	24.2	26.85	-999	-999	89.1	1.3	-999	13.3	0.4	3.2
28.7	23.4	26.05	-999	-999	92.1	1.1	-999	23.1	6.4	3.4
29	24.5	26.75	-999	-999	90.7	0.9	-999	14	4.4	3.1
29.8	24.4	27.1	-999	-999	87.1	1.3	-999	17.3	0	4.8
28.1	23.6	25.85	-999	-999	81.6	1.8	-999	19.3	38.4	6.4
28.4	23	25.7	-999	-999	95.9	2.3	-999	16.1	5.2	2.5
32	23.4	27.7	-999	-999	87.1	1	-999	21.2	0	5.4
30.6	23.5	27.05	-999	-999	87.7	1	-999	16.9	0.2	2.9
30.5	23.3	26.9	-999	-999	92.9	0.9	-999	15.5	0	4.6
31.1	22	26.55	-999	-999	86.8	1.2	-999	24	0	5.9
30.8	22.9	26.85	-999	-999	86.2	1.3	-999	18.4	0	4.8
30.5	24.6	27.55	-999	-999	85	1	-999	19	0.1	5.9
28.6	24.3	26.45	-999	-999	86.3	1.4	-999	14.7	0	3.8
30	23.4	26.7	-999	-999	84.2	1.6	-999	17.9	0.2	5.2
31.1	24.1	27.6	-999	-999	88.5	1.2	-999	20.5	0	6.2
30.5	23.8	27.15	-999	-999	84	2.1	-999	20.9	0	6
29.7	23.7	26.7	-999	-999	82	2	-999	16.2	0.4	4.6
30.2	23	26.6	-999	-999	81	2.2	-999	22.8	1	8
29.5	23.3	26.4	-999	-999	86	1.8	-999	17.2	0	3.8
30.3	23.3	26.8	-999	-999	82	1.4	-999	21.4	0	6
30.7	23.2	26.95	-999	-999	83	1.5	-999	19.7	0.1	5.4
30.7	24.9	27.8	-999	-999	88	0.9	-999	13.4	0	3.2
31	23.8	27.4	-999	-999	84	1.6	-999	24.1	0	7.2
30.5	22.6	26.55	-999	-999	82	1.5	-999	23.1	0	7.3
29.6	22.1	25.85	-999	-999	86	1.4	-999	15.8	0	4.6
29.8	23	26.4	-999	-999	84	1.5	-999	16	0	4.2
29	23.1	26.05	-999	-999	89	1.1	-999	11.5	16	2.6
29	24	26.5	-999	-999	94	1.3	-999	14.1	0.3	3.3
29.3	23.9	26.6	-999	-999	89	1.4	-999	12.7	0.7	3.5
31	24	27.5	-999	-999	89	1.5	-999	19	0	5.4
31	22.9	26.95	-999	-999	90	1.6	-999	20	0	6.4
30.1	22.8	26.45	-999	-999	82	1.4	-999	17.5	0	5
30.6	23.4	27	-999	-999	91	1.4	-999	20.4	0	5.9
29.5	23	26.25	-999	-999	86	1.2	-999	12	0	3
29.1	24	26.55	-999	-999	86	1.1	-999	10.9	1.2	3.2
28.6	23.9	26.25	-999	-999	95	1.5	-999	11.4	3.3	2.9
26.5	23.1	24.8	-999	-999	87	0.7	-999	5.9	2.7	0.6
32	23.7	27.85	-999	-999	92	0.8	-999	16.6	0	3.8
32	23.9	27.95	-999	-999	84	1.1	-999	14.7	7	3.8
28.6	24	26.3	-999	-999	95	1.3	-999	8.1	15.2	1.8
26.3	23.4	24.85	-999	-999	89	1.5	-999	7	6.8	0.8
26.8	22.9	24.85	-999	-999	84	1.9	-999	10.3	0	3.6
27	23.5	25.25	-999	-999	80	1.6	-999	6.2	15.5	2.5
25.2	22.7	23.95	-999	-999	94	0.6	-999	4	20.6	0.2
28.4	23.5	25.95	-999	-999	92	0.7	-999	11	19.1	2.1
29.2	23.5	26.35	-999	-999	85	1.1	-999	14.8	1.1	3.3
31	23.4	27.2	-999	-999	85	1.7	-999	19.4	0.1	5.8
30.1	24.1	27.1	-999	-999	87.7	1.8	-999	20.4	0	6.3
31.8	23.9	27.85	-999	-999	86.6	1.4	-999	21.3	0	6.2
31.2	24.4	27.8	-999	-999	87.1	1	-999	16.9	0.2	4.2
32.5	23.5	28	-999	-999	81.7	1	-999	23.2	0	6.5
32.8	24.5	28.65	-999	-999	86.4	1.2	-999	25	0	7.2
31.8	23.8	27.8	-999	-999	81.1	1.7	-999	21.9	0	7.8
31.9	23.4	27.65	-999	-999	80.9	1.4	-999	17.9	1.2	5.4
31.8	23.6	27.7	-999	-999	78.6	1.9	-999	23.7	0	8
32	23.9	27.95	-999	-999	80.3	1.8	-999	22.4	0	7.8
31.9	23.8	27.85	-999	-999	81.1	1.5	-999	20.5	0	7.2
33.1	24	28.55	-999	-999	82.6	1	-999	18.2	0	5.2
32.4	24.5	28.45	-999	-999	84.1	1.3	-999	14.2	0.1	4.6
32.2	22.5	27.35	-999	-999	82.1	1.5	-999	23.8	0	8
32.8	21.5	27.15	-999	-999	84.7	0.9	-999	24.1	0	6.6
33.8	21.7	27.75	-999	-999	87.7	1	-999	24.8	0	7
33.4	23.2	28.3	-999	-999	83.1	1.3	-999	22.1	0	7.4
33.2	22.9	28.05	-999	-999	78.9	1.3	-999	24.4	0	8
33.5	23	28.25	-999	-999	82.3	1.3	-999	22.4	0	7.4
33.4	22.5	27.95	-999	-999	79.7	1.4	-999	25.1	0	8.2
33.6	23.8	28.7	-999	-999	82.5	1.2	-999	21.9	0	6.8
33.5	25.2	29.35	-999	-999	78.5	0.9	-999	13.9	8.1	5.1
31.4	24.6	28	-999	-999	79	0.8	-999	8	25.3	4.1
33.7	24.2	28.95	-999	-999	81.3	1.4	-999	20.6	0	6.9
34	24.3	29.15	-999	-999	81.3	1.1	-999	21.5	0	6.8
34.4	23.6	29	-999	-999	82.7	1	-999	23.8	0	7
34	24.2	29.1	-999	-999	76.3	0.9	-999	20.9	0	6.4
34.4	24	29.2	-999	-999	81.6	1.1	-999	21.4	0	6.6
34.5	25	29.75	-999	-999	81.5	1.2	-999	21.1	0	7.4
33.5	26	29.75	-999	-999	84	1.1	-999	19.3	0	5.8
32.1	25.2	28.65	-999	-999	81	0.9	-999	16.7	6.3	4.1
32.5	24.4	28.45	-999	-999	86	0.9	-999	15.4	1.7	4.1
34.7	24.4	29.55	-999	-999	87	0.8	-999	19.4	10.1	6.2
33	25	29	-999	-999	92	0.9	-999	13.7	1.7	3.7
34.5	23.6	29.05	-999	-999	85	1.1	-999	22.9	0	6.6
34.3	23.9	29.1	-999	-999	85	0.9	-999	20.6	0	5.6
34.1	24.6	29.35	-999	-999	85	0.8	-999	19.2	30.5	6.7
34.2	24.8	29.5	-999	-999	87	1.2	-999	23.4	0	7.2
34.7	24	29.35	-999	-999	83	1.1	-999	22.2	0	6.4
35	24.3	29.65	-999	-999	83	1.1	-999	22.7	16.2	7.9
32.9	24.7	28.8	-999	-999	91	0.8	-999	17.9	0	4.9
32.7	25.4	29.05	-999	-999	85	0.9	-999	17.4	21	6.6
31.5	24.6	28.05	-999	-999	85	1.2	-999	15.8	8.9	5.1
33.1	25	29.05	-999	-999	87	1.9	-999	23.4	0	7.5
32.8	25.7	29.25	-999	-999	84	2	-999	21.9	0	8
32.1	25.4	28.75	-999	-999	84	1.1	-999	16.6	0	5.3
33.5	25	29.25	-999	-999	84	0.7	-999	19.5	0	5.5
33.4	25	29.2	-999	-999	83	0.9	-999	17.6	0	5
33.6	25.8	29.7	-999	-999	89	1.2	-999	22.9	2.6	6.4
34.2	25.1	29.65	-999	-999	83	1	-999	18.1	2.8	5.7
33	24.3	28.65	-999	-999	84	1.1	-999	19.5	8	5.2
32.5	25.4	28.95	-999	-999	82	0.9	-999	16.3	0	5.1
32.6	23.9	28.25	-999	-999	80	1.1	-999	16.5	53	9.6
32.7	25.5	29.1	-999	-999	87	0.9	-999	17.2	1.3	4.5
32.5	24.5	28.5	-999	-999	81	0.9	-999	16.9	0	5.6
33.2	24	28.6	-999	-999	78	1.1	-999	19.3	0.7	5.5
33.3	24.3	28.8	-999	-999	83	1	-999	19.5	0	5.5
32	25.2	28.6	-999	-999	90	1	-999	18	0	5.3
32.7	25.5	29.1	-999	-999	81	0.9	-999	15.9	2	4.4
33	25.4	29.2	-999	-999	94	1	-999	14.3	3.8	3.3
33.4	25.4	29.4	-999	-999	90	1.1	-999	18.6	0.3	5.3
32.5	25.6	29.05	-999	-999	90.3	1.2	-999	11.7	11.7	3.1
30.4	25.3	27.85	-999	-999	84.6	1.5	-999	8.2	7.1	1.9
31.3	24.7	28	-999	-999	87.8	1.5	-999	16.3	0	5
30.1	25.5	27.8	-999	-999	86.7	0.8	-999	9.6	3.8	1.6
32.9	24.5	28.7	-999	-999	83.3	1	-999	16.7	0.3	4.1
33.7	25.7	29.7	-999	-999	85.6	1.1	-999	20.5	0	6
31.1	25.5	28.3	-999	-999	85.6	1	-999	10.1	6.1	2.1
32.3	24.5	28.4	-999	-999	88.2	1.2	-999	19.4	0	5.6
34	24.3	29.15	-999	-999	78.9	1	-999	24.4	0	7.2
34.4	24.4	29.4	-999	-999	76.8	1.2	-999	22.1	1.4	7.3
33.7	25.3	29.5	-999	-999	81.8	1.8	-999	20	3.3	6.7
32.5	26.6	29.55	-999	-999	78	1.9	-999	17.4	0	6.4
32.5	27.3	29.9	-999	-999	78.6	1.6	-999	12.7	3.6	4.2
32.2	23.7	27.95	-999	-999	88	1.3	-999	17.3	0.6	5.2
31	24	27.5	-999	-999	86.5	1.3	-999	16.1	3.7	5.2
33	23.5	28.25	-999	-999	85.1	1.8	-999	21	1.9	6.6
31	23.8	27.4	-999	-999	92.2	1.8	-999	12	2	3.6
32.7	25	28.85	-999	-999	83.9	3.1	-999	20.5	0	9.5
33.3	26.5	29.9	-999	-999	73.6	2.5	-999	23.4	0	10
33.9	25.5	29.7	-999	-999	81.3	1.7	-999	21.7	0	7.6
34.2	23.9	29.05	-999	-999	80	1.5	-999	22.4	0	8
32.6	25	28.8	-999	-999	81.5	1	-999	15.4	0	4.2
32	23	27.5	-999	-999	81.2	1.1	-999	20.9	0	6.2
32.6	23.1	27.85	-999	-999	82.7	0.9	-999	15.7	5.4	4.8
31.1	23.4	27.25	-999	-999	83.5	1	-999	15.6	0	4.3
31	23.9	27.45	-999	-999	83.8	1	-999	16.9	0	4.9
31.5	23.2	27.35	-999	-999	85.3	1	-999	14.4	0	4.9
31.3	24.9	28.1	-999	-999	81.9	1.7	-999	9.5	2.8	3.6
32	25.8	28.9	-999	-999	85.8	1.5	-999	13.2	20.8	5.6
30.6	24.4	27.5	-999	-999	87.8	1.3	-999	13.9	0	4.4
32.8	22.9	27.85	-999	-999	86	1.3	-999	24.5	3.6	6
31	25	28	-999	-999	88	1.2	-999	12.4	66.4	3
27.5	24.3	25.9	-999	-999	95	1.1	-999	2.1	8.5	0.3
30	24.4	27.2	-999	-999	78	0.8	-999	13.9	10.7	3
31.5	24	27.75	-999	-999	85	0.9	-999	15.7	7.1	3.7
30.6	24.2	27.4	-999	-999	85	0.8	-999	15.1	7.3	3.2
32.4	24.4	28.4	-999	-999	87	1.5	-999	21.1	0.4	6.2
31.3	25.6	28.45	-999	-999	82	1.1	-999	16.6	2	5
32	25.2	28.6	-999	-999	80	1.3	-999	20.8	7.8	4.8
32.5	24.6	28.55	-999	-999	88	0.9	-999	19.7	6.2	4.6
32.4	24.5	28.45	-999	-999	86	1.1	-999	17.9	2.1	4.7
32.2	24.5	28.35	-999	-999	87	0.8	-999	15.5	12.5	5.3
32.2	24.3	28.25	-999	-999	84	1.2	-999	19.3	0	5.5
32.3	24	28.15	-999	-999	84	0.7	-999	18	1	4.5
32.8	24.6	28.7	-999	-999	88	0.7	-999	17.2	2.8	4.4
33.5	25.5	29.5	-999	-999	79	1.2	-999	19.4	0	5.9
32	25.6	28.8	-999	-999	87	1	-999	15.8	34.2	5.1
31.9	24.3	28.1	-999	-999	92	0.9	-999	17.5	0.7	4.3
31.5	25.5	28.5	-999	-999	92	1.2	-999	11.7	6	3.4
28.5	25.4	26.95	-999	-999	91	2	-999	6.3	24.3	2.3
26.2	24.4	25.3	-999	-999	96	2.2	-999	2.1	68.1	1.1
27.5	22.8	25.15	-999	-999	96	1.7	-999	6.4	22.8	2.4
32.6	23.2	27.9	-999	-999	89	1.4	-999	18.7	0	4.8
31.8	25.5	28.65	-999	-999	79	1.2	-999	18.3	1.5	4.8
31.6	24.5	28.05	-999	-999	85	0.7	-999	16.1	0	4.1
31.5	24.2	27.85	-999	-999	88	0.6	-999	16.1	2.7	3.8
32	24.7	28.35	-999	-999	83	0.8	-999	16.2	8.2	4.1
30.3	24.8	27.55	-999	-999	92	0.9	-999	14.1	0.2	3.8
26.7	25.2	25.95	-999	-999	85	2.2	-999	3.2	87.6	1.4
30.6	24.7	27.65	-999	-999	97	2.6	-999	10.8	48	5.2
30.3	24.4	27.35	-999	-999	86	3.5	-999	8.8	15.4	2.7
30.2	26.4	28.3	-999	-999	86	4.3	-999	14.2	12.2	5.5
31	25.8	28.4	-999	-999	75	3.2	-999	12.9	3.4	4.2
31	26.5	28.75	-999	-999	80	2.5	-999	11.7	0.9	4.2
29.5	26.7	28.1	-999	-999	87	1.6	-999	6.4	27.4	4.2
29.9	25.5	27.7	-999	-999	84	1.5	-999	7.6	46	5
27.6	23.6	25.6	-999	-999	95	1.4	-999	3.9	143.2	1.3
27.6	23.8	25.7	-999	-999	95	1.2	-999	2.9	90.7	1.1
28.5	23.7	26.1	-999	-999	95	2.5	-999	5.2	10.8	2.7
31.6	24.5	28.05	-999	-999	81	1.3	-999	16.3	0	4.4
31.1	25	28.05	-999	-999	82	0.8	-999	11	0.7	2.4
32.7	23.6	28.15	-999	-999	88	0.9	-999	21.8	0	5.8
31.5	23.1	27.3	-999	-999	83	0.7	-999	15.3	0	4.2
27.7	24.4	26.05	-999	-999	91	1	-999	7.2	32.1	4.3
28	23.3	25.65	-999	-999	94	2	-999	5.2	14.6	1.1
28.6	24.3	26.45	-999	-999	86	2.1	-999	6.8	9.1	1.5
30.6	24	27.3	-999	-999	89	1.4	-999	16.2	0	4
31.5	23.9	27.7	-999	-999	87	1	-999	22.9	0	6.1
31.2	23.6	27.4	-999	-999	92	1.1	-999	16.8	1	4.8
30.4	25.5	27.95	-999	-999	83	1.7	-999	12.9	2.5	4.7
29.5	24.5	27	-999	-999	85	1	-999	9.1	5.8	2
31.1	24	27.55	-999	-999	86	1	-999	16.8	0.4	4.6
31.5	24.8	28.15	-999	-999	84	1	-999	18.4	3.1	5.2
31.6	24.4	28	-999	-999	82	1.3	-999	14.3	15.2	4.4
31.1	24.7	27.9	-999	-999	91	1.2	-999	14	1.1	3.8
31	25.2	28.1	-999	-999	81	1.3	-999	12	2.3	3.7
32.2	25.9	29.05	-999	-999	76	1.9	-999	19	0	5.5
31.7	25.5	28.6	-999	-999	81	1.3	-999	14.1	0.8	4.6
32.4	24.3	28.35	-999	-999	85	0.8	-999	17.4	0	4.1
31	24.9	27.95	-999	-999	88	1.2	-999	11.5	21.9	10.2
32.1	23	27.55	-999	-999	86	0.9	-999	18.5	4.9	5.9
32.7	23.8	28.25	-999	-999	86	0.7	-999	16.1	14.7	2.6
30.7	24.4	27.55	-999	-999	87.8	0.7	-999	12.4	9.8	2.4
28.8	24	26.4	-999	-999	87.7	0.7	-999	11	4.4	2.2
31.9	24.9	28.4	-999	-999	90	0.7	-999	14.8	0.4	3.3
32	24	28	-999	-999	81.1	0.9	-999	11.9	20.6	4.8
29.7	24.3	27	-999	-999	96	0.9	-999	14.7	0	3.8
32.1	24.3	28.2	-999	-999	90.1	0.8	-999	20.9	0	6.2
32.8	25.1	28.95	-999	-999	88.2	0.7	-999	19.4	2	4.2
31.7	25	28.35	-999	-999	95.3	1.3	-999	17.4	0.2	5
31.3	25	28.15	-999	-999	84.5	1.1	-999	18.6	1.8	3.6
31	24.5	27.75	-999	-999	86.6	0.8	-999	12.5	0.2	3
30.2	25.3	27.75	-999	-999	91.6	0.7	-999	14.3	0	3.8
30.3	25.3	27.8	-999	-999	79.2	0.8	-999	12.3	6.6	3.5
30.5	23.9	27.2	-999	-999	92.3	1.2	-999	12.7	22	3.6
26.5	23.9	25.2	-999	-999	93.6	1	-999	4.1	19.9	0.5
29.1	24.5	26.8	-999	-999	97.6	1.3	-999	7.8	13.5	2.1
30	24.9	27.45	-999	-999	78.4	0.9	-999	7.7	0	2.3
31.1	25.1	28.1	-999	-999	90.9	0.6	-999	12.9	2.2	2.4
32.2	24.3	28.25	-999	-999	92.3	0.7	-999	16.8	28	5.6
31.9	24.8	28.35	-999	-999	90.2	0.9	-999	14.6	9	3.8
31.1	24.5	27.8	-999	-999	92.9	0.5	-999	14.7	0.2	3.2
29.3	24.3	26.8	-999	-999	88.7	0.8	-999	12.3	0	3.1
31.3	24.1	27.7	-999	-999	86.5	0.8	-999	16.8	2.6	4.2
32.6	24.4	28.5	-999	-999	93.8	0.7	-999	23.5	0.2	5.8
33.4	25	29.2	-999	-999	83.1	0.6	-999	18.7	0	5
33.3	25	29.15	-999	-999	86.4	0.9	-999	18.7	0	4.9
32.8	25.4	29.1	-999	-999	86.8	1.2	-999	16.4	0	5.2
33.5	26.9	30.2	-999	-999	81.6	1.7	-999	17.4	0.1	5.6
29.8	26.9	28.35	-999	-999	83	1.4	-999	6.1	0	2.2
29.3	26	27.65	-999	-999	76.8	0.8	-999	10.5	0.4	2.2
32.6	24.5	28.55	-999	-999	89.5	1	-999	16.2	2.8	4.6
30.4	24	27.2	-999	-999	91	0.7	-999	13	0	3
30.2	24.4	27.3	-999	-999	87	0.9	-999	9.7	21.6	2.2
27	24.3	25.65	-999	-999	90	0.9	-999	3.6	28.2	1.8
31.6	23.4	27.5	-999	-999	81	1	-999	13.1	0.2	3.4
30.7	23	26.85	-999	-999	79	0.9	-999	15.9	0	4.3
30.8	23.9	27.35	-999	-999	79	1	-999	14.6	0	4.6
31.8	23.7	27.75	-999	-999	83	0.9	-999	16.8	5.8	4.4
32.3	24	28.15	-999	-999	89	1	-999	20.9	0	5.8
31.5	24.3	27.9	-999	-999	91	0.5	-999	10.4	1	2.4
32.5	23.2	27.85	-999	-999	92	1.1	-999	15.2	0	4
31.6	23.3	27.45	-999	-999	91	0.5	-999	11.9	1.8	2.1
33	22.7	27.85	-999	-999	86	0.6	-999	20.3	0	4.9
31.4	23.4	27.4	-999	-999	91	0.6	-999	12.2	5.4	2.8
31.5	22.2	26.85	-999	-999	88	0.9	-999	20.4	0	5.2
31.1	22.2	26.65	-999	-999	82	0.8	-999	17.1	0	4.6
31.5	22.3	26.9	-999	-999	92	0.6	-999	17.2	0.2	5
32	22	27	-999	-999	86	0.9	-999	19.9	0	5.6
32.2	22.6	27.4	-999	-999	83	1.1	-999	14.6	0	4
31.8	24.3	28.05	-999	-999	76	2.1	-999	18.5	0.3	6.5
30.5	24.5	27.5	-999	-999	78	2.2	-999	13.6	0.5	5.5
30.5	24.3	27.4	-999	-999	86	1.4	-999	10.1	3.9	3.3
31.6	24.4	28	-999	-999	78	2.1	-999	16.5	0.2	5.2
29.9	22.6	26.25	-999	-999	79	2.3	-999	12.2	0	4.7
28.4	25.5	26.95	-999	-999	79	2	-999	7.5	20.6	2
25.6	23.4	24.5	-999	-999	88	1.6	-999	1.8	220.4	0.9
30.3	23.8	27.05	-999	-999	94	1.3	-999	10.5	4.5	2
30.9	24.4	27.65	-999	-999	98	1.5	-999	15	2.2	4
30.5	23.3	26.9	-999	-999	72	1.3	-999	12.6	1.1	3.5
31.5	24.1	27.8	-999	-999	79	2.3	-999	20.4	0	6.7
30.8	23.4	27.1	-999	-999	80	1.3	-999	13	0.9	3.4
31.7	23.6	27.65	-999	-999	77	1.5	-999	21.9	0	6.3
31.3	22.9	27.1	-999	-999	80	1.5	-999	19.1	0	5.6
31.2	23.5	27.35	-999	-999	84	1.7	-999	16.1	0	5.2
31	24.4	27.7	-999	-999	78.1	1.4	-999	14.6	0	4.1
32	23.9	27.95	-999	-999	79.8	1.1	-999	16.3	7	3.9
32.1	24.5	28.3	-999	-999	95.3	1.1	-999	19	0	5
31.3	23	27.15	-999	-999	77.6	1.3	-999	18.6	0	5
30.3	24.9	27.6	-999	-999	83.5	1.4	-999	14.2	0.3	4.1
29	24.3	26.65	-999	-999	82.8	1.4	-999	10.1	15.2	3
30.5	24.9	27.7	-999	-999	82.4	1.3	-999	11.9	2.3	2.1
31.8	25.3	28.55	-999	-999	83.7	2	-999	19.3	0	5.9
31	24.8	27.9	-999	-999	82.4	1.8	-999	14.1	4.9	3.7
27.4	25	26.2	-999	-999	95.2	1.1	-999	5.2	19.4	3.3
27.1	24.3	25.7	-999	-999	86.8	0.9	-999	5.7	6	0.6
30.4	24.9	27.65	-999	-999	85	1.6	-999	13.1	9.8	4.3
31.3	24.4	27.85	-999	-999	82.3	1.4	-999	17.1	0	4.4
30.9	25.2	28.05	-999	-999	87.9	1.8	-999	15.4	0	4.8
30.8	23.3	27.05	-999	-999	83.5	1.3	-999	13.5	0	3.5
31.5	24	27.75	-999	-999	83.7	1.6	-999	17.4	0.4	4.9
30.1	24.8	27.45	-999	-999	87.1	1.1	-999	11.3	8.5	2.8
31.5	24.5	28	-999	-999	83.9	1.6	-999	14.6	0	4.1
31.5	24.6	28.05	-999	-999	81.2	1.7	-999	16.5	0.1	4.8
30	24.3	27.15	-999	-999	79.7	1.4	-999	12.4	1.1	3.1
31.3	24.3	27.8	-999	-999	81	1.3	-999	15.1	0	4.4
31.4	23.5	27.45	-999	-999	78.2	1.7	-999	14.4	0.2	4.6
30.8	24.4	27.6	-999	-999	76.3	2.4	-999	18.7	0	6.3
28.9	23.5	26.2	-999	-999	84.9	0.9	-999	8.7	0	2.8
31	24.4	27.7	-999	-999	79.6	2.3	-999	18.1	0.5	5.5
31.1	24.7	27.9	-999	-999	91.3	2.2	-999	16.6	0	5.6
31	23.5	27.25	-999	-999	80.4	1.7	-999	20.3	0	6
30.6	22.4	26.5	-999	-999	85.4	1.8	-999	16.7	0	5.6
